brand,model,year,fuel_type,transmission,owner_type,km_driven,seller_type,mileage,engine,seats,price,car_age,km_per_year,engine_per_seat
Mercedes-Benz,Cla,2016,Diesel,Automatic,Third Owner,52295.0,Dealer,13.8,1991,5,2500000.0,10,5229.5,398.2
Maruti,Alto 800,2015,Petrol,Manual,Third Owner,52460.0,Dealer,22.7,796,5,292000.0,11,4769.09,159.2
Hyundai,I20,2012,Petrol,Manual,Fourth & Above Owner,41429.0,Dealer,18.6,1197,5,430000.0,14,2959.21,239.4
Jeep,Compass,2019,Petrol,Automatic,Second Owner,28449.0,Dealer,14.9,1956,5,1825000.0,7,4064.14,391.2
Hyundai,Santro,2019,Petrol,Manual,Second Owner,57588.0,Dealer,18.3,1197,5,526000.0,7,8226.86,239.4
Maruti,Wagon R,2018,Petrol,Automatic,Second Owner,53830.0,Dealer,21.5,998,5,490000.0,8,6728.75,199.6
Toyota,Innova,2009,Diesel,Manual,Fourth & Above Owner,120000.0,Dealer,12.99,2494,7,425000.0,17,7058.82,356.29
Tata,Indica,2007,Diesel,Manual,Fourth & Above Owner,50000.0,Dealer,19.0,1498,5,60000.0,19,2631.58,299.6
Maruti,Alto 800,2015,Petrol,Manual,Third Owner,68000.0,Dealer,22.7,796,5,310000.0,11,6181.82,159.2
Maruti,Baleno,2018,Petrol,Manual,Second Owner,22772.0,Dealer,21.4,1197,5,655000.0,8,2846.5,239.4
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,22407.0,Dealer,18.9,1197,5,465000.0,9,2489.67,239.4
Hyundai,Elite I20,2018,Petrol,Manual,Second Owner,61546.0,Dealer,18.3,1197,5,630000.0,8,7693.25,239.4
Hyundai,I20,2012,Petrol,Manual,Fourth & Above Owner,68000.0,Dealer,18.6,1197,5,310000.0,14,4857.14,239.4
Honda,City,2015,Petrol,Automatic,Third Owner,45000.0,Dealer,17.4,1497,5,690000.0,11,4090.91,299.4
MG,Astor,2021,Petrol,Automatic,Second Owner,4946.0,Dealer,18.0,1200,5,1685000.0,5,989.2,240.0
Maruti,Wagon R,2017,Petrol,Manual,Third Owner,13889.0,Dealer,21.5,998,5,464000.0,9,1543.22,199.6
Jeep,Compass,2019,Petrol,Automatic,Second Owner,23409.0,Dealer,14.9,1956,5,1692000.0,7,3344.14,391.2
Toyota,Fortuner,2017,Diesel,Automatic,Third Owner,82000.0,Dealer,12.6,2755,7,3250000.0,9,9111.11,393.57
Maruti,Celerio,2014,Petrol,Manual,Third Owner,40900.0,Dealer,20.8,1197,5,415000.0,12,3408.33,239.4
Mercedes-Benz,A,2017,Diesel,Automatic,Third Owner,8368.0,Dealer,13.8,1991,5,2295000.0,9,929.78,398.2
Toyota,Fortuner,2012,Diesel,Automatic,Fourth & Above Owner,107281.0,Dealer,12.6,2755,7,1649000.0,14,7662.93,393.57
Maruti,Swift,2013,Petrol,Manual,Fourth & Above Owner,51595.0,Dealer,21.2,1197,5,340000.0,13,3968.85,239.4
Renault,Kwid,2018,Petrol,Manual,Second Owner,22541.0,Dealer,22.0,999,5,460000.0,8,2817.62,199.8
Mercedes-Benz,Glc,2018,Diesel,Automatic,Second Owner,46000.0,Dealer,13.8,1991,5,4400000.0,8,5750.0,398.2
Maruti,Wagon R,2016,Petrol,Manual,Third Owner,20728.0,Dealer,21.5,998,5,359000.0,10,2072.8,199.6
Hyundai,Grand I10,2019,Petrol,Manual,Second Owner,44868.0,Dealer,18.9,1197,5,595000.0,7,6409.71,239.4
Hyundai,Grand I10,2019,Petrol,Automatic,Second Owner,18631.0,Dealer,18.9,1197,5,733000.0,7,2661.57,239.4
Toyota,Innova,2018,Diesel,Automatic,Second Owner,48969.0,Dealer,12.99,2494,7,1890000.0,8,6121.12,356.29
Toyota,Innova,2022,Diesel,Manual,First Owner,42000.0,Dealer,12.99,2494,7,3350000.0,4,10500.0,356.29
Maruti,Wagon R,2021,Petrol,Manual,Second Owner,9011.0,Dealer,21.5,998,5,649000.0,5,1802.2,199.6
Honda,City,2015,Petrol,Automatic,Third Owner,77116.0,Dealer,17.4,1497,5,950000.0,11,7010.55,299.4
Honda,City,2018,Diesel + 1,Manual,Second Owner,26500.0,Dealer,17.4,1497,5,820000.0,8,3312.5,299.4
Hyundai,Creta,2017,Petrol,Manual,Third Owner,22872.0,Dealer,16.8,1497,5,1137000.0,9,2541.33,299.4
Volvo,V40,2016,Diesel,Automatic,Third Owner,30000.0,Dealer,12.4,1969,5,1600000.0,10,3000.0,393.8
Hyundai,Elite I20,2018,Petrol,Automatic,Second Owner,33647.0,Dealer,18.3,1197,5,750000.0,8,4205.88,239.4
Maruti,Alto 800,2014,Petrol,Manual,Third Owner,27233.0,Dealer,22.7,796,5,223000.0,12,2269.42,159.2
Hyundai,Creta,2021,Petrol,Automatic,Second Owner,28374.0,Dealer,16.8,1497,5,1725000.0,5,5674.8,299.4
Mahindra,Scorpio,2017,Diesel,Manual,Third Owner,80500.0,Dealer,15.1,2179,7,895000.0,9,8944.44,311.29
Volkswagen,Polo,2017,Petrol,Manual,Third Owner,41417.0,Dealer,17.2,1197,5,945000.0,9,4601.89,239.4
Maruti,Alto 800,2015,Petrol,Manual,Third Owner,23377.0,Dealer,22.7,796,5,267000.0,11,2125.18,159.2
Hyundai,Elite I20,2018,Diesel,Manual,Second Owner,75126.0,Dealer,19.0,1498,5,850000.0,8,9390.75,299.6
Maruti,Ciaz,2020,Petrol,Automatic,Second Owner,16700.0,Dealer,20.7,1373,5,949000.0,6,2783.33,274.6
Honda,Wr,2019,Petrol,Manual,Second Owner,27429.0,Dealer,17.8,1497,5,699000.0,7,3918.43,299.4
Renault,Kwid,2018,Petrol,Manual,Second Owner,40000.0,Dealer,22.0,999,5,295000.0,8,5000.0,199.8
Ford,Figo,2015,Diesel,Manual,Third Owner,50945.0,Dealer,16.0,1497,5,475000.0,11,4631.36,299.4
Maruti,Swift,2019,Petrol,Manual,Second Owner,9500.0,Dealer,21.2,1197,5,650000.0,7,1357.14,239.4
Honda,Civic,2009,Petrol,Manual,Fourth & Above Owner,107551.0,Dealer,17.8,1497,5,235000.0,17,6326.53,299.4
Mahindra,Xuv700,2022,Diesel,Automatic,First Owner,2100.0,Dealer,15.1,2179,7,2800000.0,4,525.0,311.29
Maruti,Swift,2012,Petrol,Manual,Fourth & Above Owner,40110.0,Dealer,21.2,1197,5,327000.0,14,2865.0,239.4
Honda,Brio,2013,Petrol,Manual,Fourth & Above Owner,60000.0,Dealer,18.5,1198,5,370000.0,13,4615.38,239.6
Honda,CR-V,2015,Petrol,Automatic,Third Owner,74009.0,Dealer,17.8,1497,5,1251000.0,11,6728.09,299.4
BMW,3 Series,2020,Petrol,Manual,Second Owner,13900.0,Dealer,16.1,1995,5,4750000.0,6,2316.67,399.0
BMW,X5,2017,Diesel,Manual,Third Owner,28000.0,Dealer,19.0,1498,5,4800000.0,9,3111.11,299.6
Maruti,S-Presso,2020,Petrol,Manual,Second Owner,11537.0,Dealer,20.8,1197,5,450000.0,6,1922.83,239.4
Toyota,Glanza,2021,Petrol,Automatic,Second Owner,15928.0,Dealer,14.5,1496,5,985000.0,5,3185.6,299.2
Mahindra,Alturas,2019,Diesel,Automatic,Second Owner,40180.0,Dealer,15.1,2179,7,2145000.0,7,5740.0,311.29
Renault,Duster,2018,Diesel,Manual,Second Owner,22601.0,Dealer,20.0,1498,5,850000.0,8,2825.12,299.6
BMW,3 Series,2016,Diesel,Manual,Third Owner,99000.0,Dealer,16.1,1995,5,2750000.0,10,9900.0,399.0
Maruti,Ignis,2020,Petrol,Manual,Second Owner,10658.0,Dealer,20.9,1197,5,712000.0,6,1776.33,239.4
Maruti,Celerio,2020,Cng,Manual,Second Owner,75044.0,Dealer,20.8,1197,5,556000.0,6,12507.33,239.4
Maruti,Ciaz,2018,Petrol,Manual,Second Owner,43999.0,Dealer,20.7,1373,5,875000.0,8,5499.88,274.6
Honda,Jazz,2017,Petrol,Manual,Third Owner,92270.0,Dealer,18.7,1199,5,570000.0,9,10252.22,239.8
Maruti,Swift,2012,Petrol,Manual,Fourth & Above Owner,77000.0,Dealer,21.2,1197,5,370000.0,14,5500.0,239.4
Audi,Q3,2015,Diesel,Automatic,Third Owner,148108.0,Dealer,14.5,1984,5,1500000.0,11,13464.36,396.8
Maruti,Wagon R,2016,Petrol,Manual,Third Owner,39876.0,Dealer,21.5,998,5,407000.0,10,3987.6,199.6
Jaguar,Xf,2014,Diesel,Automatic,Third Owner,67534.0,Dealer,13.0,1999,5,1950000.0,12,5627.83,399.8
Maruti,Alto 800,2015,Cng,Manual,Third Owner,75430.0,Dealer,22.7,796,5,330000.0,11,6857.27,159.2
Maruti,Alto K10,2022,Petrol + 1,Manual,First Owner,20000.0,Dealer,24.1,998,5,420000.0,4,5000.0,199.6
Maruti,Vitara Brezza,2019,Diesel,Manual,Second Owner,32000.0,Dealer,17.0,1462,5,1150000.0,7,4571.43,292.4
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,29000.0,Dealer,18.9,1197,5,535000.0,10,2900.0,239.4
Hyundai,I20,2016,Petrol,Manual,Third Owner,60273.0,Dealer,18.6,1197,5,645000.0,10,6027.3,239.4
Honda,Amaze,2015,Petrol,Manual,Third Owner,57000.0,Dealer,18.6,1199,5,450000.0,11,5181.82,239.8
Tata,Nexon,2022,Petrol,Manual,First Owner,3280.0,Dealer,17.0,1199,5,1065000.0,4,820.0,239.8
Audi,Q7,2022,Petrol,Automatic,First Owner,6500.0,Dealer,14.5,1984,5,9300000.0,4,1625.0,396.8
Toyota,Fortuner,2018,Diesel,Automatic,Second Owner,51000.0,Dealer,12.6,2755,7,3250000.0,8,6375.0,393.57
Toyota,Corolla Altis,2015,Petrol,Manual,Third Owner,90293.0,Dealer,14.3,1798,5,645000.0,11,8208.45,359.6
Maruti,Swift,2013,Petrol,Manual,Fourth & Above Owner,36000.0,Dealer,21.2,1197,5,395000.0,13,2769.23,239.4
Mercedes-Benz,E Class,2014,Diesel,Automatic,Third Owner,39000.0,Dealer,13.8,1991,5,2200000.0,12,3250.0,398.2
BMW,5 Series,2019,Diesel,Manual,Second Owner,25234.0,Dealer,15.6,1995,5,5195000.0,7,3604.86,399.0
Skoda,Kodiaq,2019,Diesel,Automatic,Second Owner,61213.0,Dealer,15.6,1498,5,3260000.0,7,8744.71,299.6
Renault,Kwid,2021,Petrol,Manual,Second Owner,36904.0,Dealer,22.0,999,5,446000.0,5,7380.8,199.8
Maruti,Swift,2018,Petrol,Manual,Second Owner,16304.0,Dealer,21.2,1197,5,542000.0,8,2038.0,239.4
Skoda,Octavia,2015,Petrol,Automatic,Third Owner,43000.0,Dealer,15.6,1498,5,945000.0,11,3909.09,299.6
Tata,Nexon,2021,Petrol,Manual,Second Owner,20763.0,Dealer,17.0,1199,5,1225000.0,5,4152.6,239.8
Maruti,Eeco,2016,Cng,Manual,Third Owner,38500.0,Dealer,16.1,1196,5,475000.0,10,3850.0,239.2
Mahindra,Thar,2017,Diesel,Manual,Third Owner,41535.0,Dealer,15.1,2179,7,730000.0,9,4615.0,311.29
Maruti,Baleno,2019,Petrol,Manual,Second Owner,24645.0,Dealer,21.4,1197,5,731000.0,7,3520.71,239.4
BMW,X5,2018,Diesel,Manual,Second Owner,48213.0,Dealer,19.0,1498,5,5300000.0,8,6026.62,299.6
BMW,X5,2017,Diesel,Manual,Third Owner,80000.0,Dealer,19.0,1498,5,4250000.0,9,8888.89,299.6
Audi,Q3,2015,Diesel,Automatic,Third Owner,79000.0,Dealer,14.5,1984,5,1513000.0,11,7181.82,396.8
Maruti,Ciaz,2021,Petrol,Automatic,Second Owner,32031.0,Dealer,20.7,1373,5,1155000.0,5,6406.2,274.6
Hyundai,I10,2013,Petrol,Automatic,Fourth & Above Owner,65002.0,Dealer,19.8,1086,5,295000.0,13,5000.15,217.2
Mahindra,Xuv300,2021,Diesel,Manual,Second Owner,39300.0,Dealer,15.1,2179,7,1574000.0,5,7860.0,311.29
Renault,Kwid,2016,Petrol,Automatic,Third Owner,25332.0,Dealer,22.0,999,5,495000.0,10,2533.2,199.8
Maruti,Alto 800,2016,Petrol,Manual,Third Owner,24456.0,Dealer,22.7,796,5,298000.0,10,2445.6,159.2
Hyundai,Grand I10,2017,Petrol,Manual,Third Owner,32491.0,Dealer,18.9,1197,5,521000.0,9,3610.11,239.4
Hyundai,Elite I20,2018,Petrol,Manual,Second Owner,12593.0,Dealer,18.3,1197,5,645000.0,8,1574.12,239.4
Hyundai,Santro,2019,Petrol,Manual,Second Owner,34267.0,Dealer,18.3,1197,5,550000.0,7,4895.29,239.4
Maruti,Celerio,2016,Petrol,Automatic,Third Owner,29855.0,Dealer,20.8,1197,5,482000.0,10,2985.5,239.4
Hyundai,I20,2015,Petrol,Manual,Third Owner,15367.0,Dealer,18.6,1197,5,550000.0,11,1397.0,239.4
Hyundai,Venue,2019,Petrol,Manual,Second Owner,14667.0,Dealer,18.3,1197,5,895000.0,7,2095.29,239.4
Hyundai,Verna,2016,Petrol,Manual,Third Owner,41990.0,Dealer,17.7,1497,5,549000.0,10,4199.0,299.4
Hyundai,Creta,2018,Diesel,Manual,Second Owner,59000.0,Dealer,16.8,1497,5,1425000.0,8,7375.0,299.4
Hyundai,Xcent,2015,Diesel,Manual,Third Owner,48000.0,Dealer,19.1,1498,5,350000.0,11,4363.64,299.6
Maruti,Celerio,2018,Petrol,Automatic,Second Owner,17542.0,Dealer,20.8,1197,5,560000.0,8,2192.75,239.4
Skoda,Rapid,2018,Petrol,Automatic,Second Owner,57702.0,Dealer,15.6,1498,5,899000.0,8,7212.75,299.6
Honda,City,2013,Petrol,Automatic,Fourth & Above Owner,42408.0,Dealer,17.4,1497,5,620000.0,13,3262.15,299.4
Honda,City,2016,Petrol,Automatic,Third Owner,51000.0,Dealer,17.4,1497,5,599000.0,10,5100.0,299.4
Renault,Duster,2018,Diesel,Manual,Second Owner,75795.0,Dealer,20.0,1498,5,862000.0,8,9474.38,299.6
Maruti,Baleno,2018,Petrol,Automatic,Second Owner,21367.0,Dealer,21.4,1197,5,895000.0,8,2670.88,239.4
Mercedes-Benz,C Class,2006,Petrol,Automatic,Fourth & Above Owner,76000.0,Dealer,13.8,1991,5,463000.0,20,3800.0,398.2
Mercedes-Benz,C Class,2015,Diesel,Automatic,Third Owner,30000.0,Dealer,13.8,1991,5,2650000.0,11,2727.27,398.2
Hyundai,Grand I10,2015,Petrol,Automatic,Third Owner,41017.0,Dealer,18.9,1197,5,535000.0,11,3728.82,239.4
Hyundai,Grand I10,2016,Petrol,Automatic,Third Owner,58184.0,Dealer,18.9,1197,5,524000.0,10,5818.4,239.4
Maruti,Ciaz,2018,Petrol,Automatic,Second Owner,31573.0,Dealer,20.7,1373,5,900000.0,8,3946.62,274.6
Tata,Nexon,2022,Electric,Automatic,First Owner,4100.0,Dealer,0.0,0,5,1500000.0,4,1025.0,0.0
Mahindra,Quanto,2012,Diesel,Manual,Fourth & Above Owner,100000.0,Dealer,15.1,2179,7,300000.0,14,7142.86,311.29
Tata,Tigor,2018,Petrol,Manual,Second Owner,33100.0,Dealer,17.0,1199,5,490000.0,8,4137.5,239.8
Maruti,Dzire,2018,Petrol,Manual,Second Owner,19000.0,Dealer,22.0,1197,5,665000.0,8,2375.0,239.4
Honda,City,2022,Petrol,Manual,First Owner,9300.0,Dealer,17.4,1497,5,991000.0,4,2325.0,299.4
Hyundai,Tucson,2021,Diesel,Manual,Second Owner,12030.0,Dealer,19.0,1498,5,761000.0,5,2406.0,299.6
Hyundai,Elite I20,2016,Petrol,Manual,Third Owner,9889.0,Dealer,18.3,1197,5,779000.0,10,988.9,239.4
Skoda,Octavia,2019,Petrol,Automatic,Second Owner,41000.0,Dealer,15.6,1498,5,1950000.0,7,5857.14,299.6
Hyundai,Verna,2017,Diesel,Automatic,Third Owner,69599.0,Dealer,17.7,1497,5,1025000.0,9,7733.22,299.4
Hyundai,Grand I10,2014,Petrol,Manual,Third Owner,56322.0,Dealer,18.9,1197,5,376000.0,12,4693.5,239.4
Hyundai,Santro,2013,Petrol,Manual,Fourth & Above Owner,24587.0,Dealer,18.3,1197,5,265000.0,13,1891.31,239.4
Hyundai,Creta,2017,Petrol,Manual,Third Owner,43398.0,Dealer,16.8,1497,5,975000.0,9,4822.0,299.4
BMW,3 Series,2011,Diesel,Manual,Fourth & Above Owner,40000.0,Dealer,16.1,1995,5,900000.0,15,2666.67,399.0
Maruti,Wagon R,2021,Petrol,Manual,Second Owner,18512.0,Dealer,21.5,998,5,687000.0,5,3702.4,199.6
Maruti,Alto 800,2020,Petrol,Manual,Second Owner,13046.0,Dealer,22.7,796,5,369000.0,6,2174.33,159.2
Hyundai,I10,2014,Petrol,Manual,Third Owner,73700.0,Dealer,19.8,1086,5,390000.0,12,6141.67,217.2
Honda,Wr,2019,Petrol,Manual,Second Owner,6000.0,Dealer,17.8,1497,5,890000.0,7,857.14,299.4
Tata,Harrier,2022,Diesel,Manual,First Owner,6861.0,Dealer,19.0,1498,5,2500000.0,4,1715.25,299.6
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,53776.0,Dealer,18.3,1197,5,465000.0,11,4888.73,239.4
Skoda,Rapid,2017,Diesel,Manual,Third Owner,61681.0,Dealer,15.6,1498,5,654000.0,9,6853.44,299.6
Renault,Kwid,2019,Petrol,Manual,Second Owner,13045.0,Dealer,22.0,999,5,351000.0,7,1863.57,199.8
Maruti,Swift,2012,Diesel,Manual,Fourth & Above Owner,98251.0,Dealer,21.2,1498,5,526000.0,14,7017.93,299.6
Renault,Kwid,2018,Petrol,Manual,Second Owner,52778.0,Dealer,22.0,999,5,380000.0,8,6597.25,199.8
Hyundai,Creta,2016,Petrol,Manual,Third Owner,45000.0,Dealer,16.8,1497,5,911000.0,10,4500.0,299.4
Nissan,Terrano,2015,Diesel,Manual,Third Owner,72000.0,Dealer,18.0,1498,5,625000.0,11,6545.45,299.6
MG,Hector,2021,Petrol,Automatic,Second Owner,20999.0,Dealer,18.0,1200,5,1975000.0,5,4199.8,240.0
Maruti,Ritz,2012,Petrol,Manual,Fourth & Above Owner,42000.0,Dealer,18.5,1197,5,315000.0,14,3000.0,239.4
Maruti,Vitara Brezza,2020,Petrol,Manual,Second Owner,72255.0,Dealer,17.0,1462,5,859000.0,6,12042.5,292.4
Hyundai,Creta,2017,Petrol,Manual,Third Owner,48529.0,Dealer,16.8,1497,5,1003000.0,9,5392.11,299.4
Honda,Jazz,2017,Petrol,Manual,Third Owner,55056.0,Dealer,18.7,1199,5,673000.0,9,6117.33,239.8
Land Rover,Range,2020,Petrol,Automatic,Second Owner,31059.0,Dealer,11.8,2179,5,7899000.0,6,5176.5,435.8
Renault,Duster,2014,Diesel,Manual,Third Owner,56816.0,Dealer,20.0,1498,5,570000.0,12,4734.67,299.6
Maruti,Ertiga,2021,Petrol,Automatic,Second Owner,12587.0,Dealer,19.0,1462,7,1190000.0,5,2517.4,208.86
Toyota,Innova,2017,Diesel,Automatic,Third Owner,56967.0,Dealer,12.99,2494,7,1850000.0,9,6329.67,356.29
Renault,Kwid,2021,Petrol,Manual,Second Owner,5485.0,Dealer,22.0,999,5,549000.0,5,1097.0,199.8
Renault,Captur,2019,Diesel,Manual,Second Owner,51720.0,Dealer,20.0,1498,5,675000.0,7,7388.57,299.6
Hyundai,Santro,2018,Petrol,Automatic,Second Owner,29944.0,Dealer,18.3,1197,5,518000.0,8,3743.0,239.4
Hyundai,Verna,2018,Petrol,Manual,Second Owner,16339.0,Dealer,17.7,1497,5,750000.0,8,2042.38,299.4
Maruti,Vitara Brezza,2018,Diesel,Manual,Second Owner,93500.0,Dealer,17.0,1462,5,985000.0,8,11687.5,292.4
Honda,City,2017,Petrol,Manual,Third Owner,31605.0,Dealer,17.4,1497,5,695000.0,9,3511.67,299.4
Hyundai,Verna,2021,Diesel,Manual,Second Owner,14512.0,Dealer,17.7,1497,5,1383000.0,5,2902.4,299.4
Maruti,Alto 800,2018,Petrol,Manual,Second Owner,24993.0,Dealer,22.7,796,5,319000.0,8,3124.12,159.2
Mahindra,Xuv300,2018,Diesel,Manual,Second Owner,72000.0,Dealer,15.1,2179,7,1150000.0,8,9000.0,311.29
Toyota,Innova,2017,Diesel,Automatic,Third Owner,52907.0,Dealer,12.99,2494,7,2250000.0,9,5878.56,356.29
Ford,Figo,2016,Petrol,Automatic,Third Owner,49223.0,Dealer,16.0,1497,5,550000.0,10,4922.3,299.4
Toyota,Corolla Altis,2018,Petrol,Manual,Second Owner,125000.0,Dealer,14.3,1798,5,885000.0,8,15625.0,359.6
Tata,Tiago,2018,Petrol,Manual,Second Owner,32210.0,Dealer,17.0,1199,5,639000.0,8,4026.25,239.8
Honda,Wr,2018,Petrol,Manual,Second Owner,27963.0,Dealer,17.8,1497,5,820000.0,8,3495.38,299.4
Volkswagen,Tiguan,2017,Diesel,Manual,Third Owner,74000.0,Dealer,19.0,1498,5,2400000.0,9,8222.22,299.6
Audi,Q7,2017,Diesel,Automatic,Third Owner,40000.0,Dealer,14.5,1984,5,6150000.0,9,4444.44,396.8
Mahindra,XUV500,2012,Diesel,Manual,Fourth & Above Owner,147421.0,Dealer,15.1,2179,7,750000.0,14,10530.07,311.29
BMW,X1,2019,Diesel,Manual,Second Owner,36114.0,Dealer,19.0,1498,5,3250000.0,7,5159.14,299.6
Toyota,Camry,2017,Petrol,Manual,Third Owner,82000.0,Dealer,12.9,2494,5,2143000.0,9,9111.11,498.8
Honda,Amaze,2014,Petrol,Manual,Third Owner,65000.0,Dealer,18.6,1199,5,460000.0,12,5416.67,239.8
Mercedes-Benz,C Class,2012,Diesel,Automatic,Fourth & Above Owner,99941.0,Dealer,13.8,1991,5,950000.0,14,7138.64,398.2
Maruti,Swift,2015,Petrol,Manual,Third Owner,76256.0,Dealer,21.2,1197,5,370000.0,11,6932.36,239.4
Fiat,Punto,2016,Petrol,Manual,Third Owner,36500.0,Dealer,16.3,1248,5,400000.0,10,3650.0,249.6
Maruti,Ignis,2017,Petrol,Manual,Third Owner,41240.0,Dealer,20.9,1197,5,525000.0,9,4582.22,239.4
Mercedes-Benz,E Class,2022,Diesel,Automatic,First Owner,11000.0,Dealer,13.8,1991,5,7400000.0,4,2750.0,398.2
Mercedes-Benz,C Class,2013,Diesel,Automatic,Fourth & Above Owner,55910.0,Dealer,13.8,1991,5,1395000.0,13,4300.77,398.2
Hyundai,Grand I10,2016,Petrol,Manual,Third Owner,38345.0,Dealer,18.9,1197,5,479000.0,10,3834.5,239.4
Audi,A6,2020,Petrol,Automatic,Second Owner,23931.0,Dealer,14.5,1984,5,4800000.0,6,3988.5,396.8
Mahindra,XUV500,2020,Diesel,Manual,Second Owner,73342.0,Dealer,15.1,2179,7,1350000.0,6,12223.67,311.29
Honda,Amaze,2021,Petrol,Automatic,Second Owner,17500.0,Dealer,18.6,1199,5,851000.0,5,3500.0,239.8
Kia,Seltos,2019,Petrol,Manual,Second Owner,23113.0,Dealer,16.5,1497,5,1491000.0,7,3301.86,299.4
Mercedes-Benz,Gle,2016,Diesel,Automatic,Third Owner,47045.0,Dealer,13.8,1991,5,4275000.0,10,4704.5,398.2
Hyundai,Grand I10,2014,Petrol,Manual,Third Owner,32064.0,Dealer,18.9,1197,5,415000.0,12,2672.0,239.4
Maruti,Dzire,2017,Petrol,Automatic,Third Owner,76203.0,Dealer,22.0,1197,5,637000.0,9,8467.0,239.4
Hyundai,Grand I10,2019,Petrol,Manual,Second Owner,27448.0,Dealer,18.9,1197,5,477000.0,7,3921.14,239.4
Jeep,Compass,2021,Petrol,Automatic,Second Owner,5030.0,Dealer,14.9,1956,5,2250000.0,5,1006.0,391.2
Hyundai,Santro,2019,Petrol,Manual,Second Owner,30858.0,Dealer,18.3,1197,5,510000.0,7,4408.29,239.4
Maruti,Swift,2016,Petrol,Manual,Third Owner,48000.0,Dealer,21.2,1197,5,550000.0,10,4800.0,239.4
Hyundai,I10,2011,Petrol,Automatic,Fourth & Above Owner,36500.0,Dealer,19.8,1086,5,320000.0,15,2433.33,217.2
Maruti,Celerio,2018,Cng,Manual,Second Owner,34039.0,Dealer,20.8,1197,5,524000.0,8,4254.88,239.4
Hyundai,Elite I20,2018,Petrol,Manual,Second Owner,24062.0,Dealer,18.3,1197,5,536000.0,8,3007.75,239.4
Mercedes-Benz,C Class,2015,Diesel,Automatic,Third Owner,64148.0,Dealer,13.8,1991,5,3000000.0,11,5831.64,398.2
MG,Hector,2019,Diesel,Manual,Second Owner,46301.0,Dealer,19.0,1498,5,1611000.0,7,6614.43,299.6
Mahindra,Thar,2022,Petrol,Manual,First Owner,3590.0,Dealer,15.1,2179,7,1699000.0,4,897.5,311.29
Toyota,Fortuner,2014,Diesel,Automatic,Third Owner,134361.0,Dealer,12.6,2755,7,1990000.0,12,11196.75,393.57
Toyota,Fortuner,2016,Diesel,Automatic,Third Owner,108512.0,Dealer,12.6,2755,7,2649000.0,10,10851.2,393.57
Hyundai,Grand I10,2021,Cng,Manual,Second Owner,8423.0,Dealer,18.9,1197,5,778000.0,5,1684.6,239.4
Volkswagen,Polo,2013,Petrol,Manual,Fourth & Above Owner,78800.0,Dealer,17.2,1197,5,345000.0,13,6061.54,239.4
Maruti,Ciaz,2018,Petrol,Manual,Second Owner,46023.0,Dealer,20.7,1373,5,745000.0,8,5752.88,274.6
Hyundai,Verna,2017,Petrol,Manual,Third Owner,47000.0,Dealer,17.7,1497,5,675000.0,9,5222.22,299.4
Hyundai,Elite I20,2017,Petrol,Manual,Third Owner,18352.0,Dealer,18.3,1197,5,683000.0,9,2039.11,239.4
Honda,Amaze,2015,Petrol,Manual,Third Owner,70000.0,Dealer,18.6,1199,5,460000.0,11,6363.64,239.8
MG,Astor,2021,Petrol,Automatic,Second Owner,12000.0,Dealer,18.0,1200,5,1475000.0,5,2400.0,240.0
Maruti,Vitara Brezza,2019,Diesel,Manual,Second Owner,36422.0,Dealer,17.0,1462,5,875000.0,7,5203.14,292.4
Honda,City,2012,Petrol,Manual,Fourth & Above Owner,86593.0,Dealer,17.4,1497,5,565000.0,14,6185.21,299.4
Hyundai,Eon,2013,Petrol,Manual,Fourth & Above Owner,34000.0,Dealer,21.1,814,5,250000.0,13,2615.38,162.8
Maruti,Swift,2020,Petrol,Manual,Second Owner,12463.0,Dealer,21.2,1197,5,564000.0,6,2077.17,239.4
Maruti,Alto 800,2017,Petrol,Manual,Third Owner,54923.0,Dealer,22.7,796,5,299000.0,9,6102.56,159.2
Honda,Brio,2013,Petrol,Manual,Fourth & Above Owner,52000.0,Dealer,18.5,1198,5,305000.0,13,4000.0,239.6
Mahindra,XUV500,2017,Diesel,Automatic,Third Owner,53075.0,Dealer,15.1,2179,7,1499000.0,9,5897.22,311.29
BMW,X1,2017,Diesel,Manual,Third Owner,21000.0,Dealer,19.0,1498,5,2175000.0,9,2333.33,299.6
Maruti,Wagon R,2017,Petrol,Manual,Third Owner,18705.0,Dealer,21.5,998,5,391000.0,9,2078.33,199.6
Maruti,Swift,2017,Diesel,Automatic,Third Owner,69000.0,Dealer,21.2,1498,5,690000.0,9,7666.67,299.6
Maruti,Dzire,2017,Diesel,Manual,Third Owner,71250.0,Dealer,22.0,1498,5,770000.0,9,7916.67,299.6
Hyundai,Creta,2022,Petrol,Automatic,First Owner,18583.0,Dealer,16.8,1497,5,1920000.0,4,4645.75,299.4
Maruti,Vitara Brezza,2017,Diesel,Manual,Third Owner,117859.0,Dealer,17.0,1462,5,950000.0,9,13095.44,292.4
Hyundai,Elite I20,2015,Petrol,Manual,Third Owner,67000.0,Dealer,18.3,1197,5,575000.0,11,6090.91,239.4
Maruti,Baleno,2016,Petrol,Manual,Third Owner,57052.0,Dealer,21.4,1197,5,483000.0,10,5705.2,239.4
